Estado	Clave estado	Clave	Nombre Estación	Municipio	Situación
Aguascalientes	ags	01074	Cieneguilla	Aguascalientes	Operando
Aguascalientes	ags	01073	La Tinaja	El Llano	Operando
Aguascalientes	ags	01063	Peñuelas (Smn)	Aguascalientes	Suspendida
Aguascalientes	ags	01062	Arellano	Aguascalientes	Operando
Aguascalientes	ags	01057	Venadero (Smn)	Jesús María	Suspendida
Aguascalientes	ags	01047	Agua Zarca	Calvillo	Suspendida
Aguascalientes	ags	01046	La Labor (Dge)	Calvillo	Operando
Aguascalientes	ags	01045	El Tule (Dge)	Asientos	Operando
Aguascalientes	ags	01043	E.T.A. 127 Aguascalientes	Aguascalientes	Suspendida
Aguascalientes	ags	01041	Pabellon De Arteaga (Smn)	Pabellón De Arteaga	Suspendida
Aguascalientes	ags	01036	Santa Rosa	Aguascalientes	Suspendida
Aguascalientes	ags	01035	San Francisco De Los Viveros	El Llano	Suspendida
Aguascalientes	ags	01034	Sandovales	El Llano	Operando
Aguascalientes	ags	01033	Los Conos	El Llano	Operando
Aguascalientes	ags	01032	Las Fraguas	Asientos	Operando
Aguascalientes	ags	01031	El Novillo	El Llano	Operando
Aguascalientes	ags	01030	Aguascalientes	Aguascalientes	Operando
Aguascalientes	ags	01029	Asientos	Asientos	Operando
Aguascalientes	ags	01028	Villa Juarez	Asientos	Operando
Aguascalientes	ags	01027	Venadero (Dge)	Jesús María	Operando
Aguascalientes	ags	01026	Tepezala	Tepezalá	Operando
Aguascalientes	ags	01025	San Francisco De Los Romo (Smn)	San Francisco De Los Romo	Suspendida
Aguascalientes	ags	01024	San Isidro	Aguascalientes	Operando
Aguascalientes	ags	01023	Calvillo (Dge)	Calvillo	Operando
Aguascalientes	ags	01022	San Bartolo	Aguascalientes	Operando
Aguascalientes	ags	01021	Rancho Viejo	San José De Gracia	Operando
Aguascalientes	ags	01020	Presa La Codorniz	Calvillo	Operando
Aguascalientes	ags	01019	Presa Jocoque	Pabellón De Arteaga	Operando
Aguascalientes	ags	01018	Presa Plutarco Elias Calles	San José De Gracia	Operando
Aguascalientes	ags	01017	Presa Potrerillos	San José De Gracia	Operando
Aguascalientes	ags	01016	Ganaderia Peñuelas	Aguascalientes	Suspendida
Aguascalientes	ags	01015	Palo Alto	El Llano	Operando
Aguascalientes	ags	01014	Pabellon Campo Experimental	Pabellón De Arteaga	Operando
Aguascalientes	ags	01013	Mesillas	Tepezalá	Operando
Aguascalientes	ags	01012	Presa Media Luna	Calvillo	Operando
Aguascalientes	ags	01011	Malpaso	Calvillo	Operando
Aguascalientes	ags	01010	La Tinaja	San José De Gracia	Operando
Aguascalientes	ags	01009	La Labor (Smn)	Calvillo	Suspendida
Aguascalientes	ags	01008	Puerto De La Concepcion	Tepezalá	Operando
Aguascalientes	ags	01007	Jesus Maria (Smn)	Jesús María	Suspendida
Aguascalientes	ags	01006	El Tule (Smn)	Asientos	Suspendida
Aguascalientes	ags	01005	Presa El Niagara	Aguascalientes	Operando
Aguascalientes	ags	01004	Cañada Honda	Aguascalientes	Operando
Aguascalientes	ags	01003	Calvillo (Smn)	Calvillo	Suspendida
Aguascalientes	ags	01001	Aguascalientes (Obs)	Aguascalientes	Operando
Zacatecas	zac	32191	Campo La Onda	Miguel Auza	Operando
Zacatecas	zac	32189	Presa Santa Teresa	Monte Escobedo	Operando
Zacatecas	zac	32188	El Nigromante	Pinos	Operando
Zacatecas	zac	32187	Espiritu Santo	Pinos	Operando
Zacatecas	zac	32186	El Saladillo	General Pánfilo Natera	Operando
Zacatecas	zac	32184	Los Fresnos	Tlaltenango De Sánchez Román	Operando
Zacatecas	zac	32183	Atolinga	Atolinga	Operando
Zacatecas	zac	32182	Palma Cuata	Apozol	Operando
Zacatecas	zac	32181	La Pitaya	Jalpa	Operando
Zacatecas	zac	32180	General Joaquin Amaro	El Plateado De Joaquín Amaro	Operando
Zacatecas	zac	32179	San Jeronimo	Melchor Ocampo	Operando
Zacatecas	zac	32177	Nuevo Tampico	Mazapil	Operando
Zacatecas	zac	32176	Sauceda De La Borda	Vetagrande	Operando
Zacatecas	zac	32175	Presa Julian Adame	Villanueva	Operando
Zacatecas	zac	32174	Llano Blanco	Pánuco	Operando
Zacatecas	zac	32173	El Peñasco	General Enrique Estrada	Operando
Zacatecas	zac	32172	Rancho Grande	Fresnillo	Operando
Zacatecas	zac	32171	Miguel Auza	Miguel Auza	Operando
Zacatecas	zac	32158	Presa Santiago	Miguel Auza	Operando
Zacatecas	zac	32157	Presa Moraleños	Huanusco	Operando
Zacatecas	zac	32156	Morelos	Morelos	Operando
Zacatecas	zac	32154	Cerro De La Virgen Obs.Astr.	Zacatecas	Operando
Zacatecas	zac	32153	Florencia De Benito Juarez	Benito Juárez	Operando
Zacatecas	zac	32152	Apozol	Apozol	Operando
Zacatecas	zac	32151	Sierra Vieja	Villa De Cos	Operando
Zacatecas	zac	32150	San Geronimo	Guadalupe	Operando
Zacatecas	zac	32148	Las Huertas	Concepción Del Oro	Operando
Zacatecas	zac	32145	La Bufa (Dge)	Zacatecas	Operando
Zacatecas	zac	32144	San Francisco (Dge)	General Francisco R. Murguía	Operando
Zacatecas	zac	32143	Garcia De La Cadena	Trinidad García De La Cadena	Operando
Zacatecas	zac	32142	Tierra Y Libertad	Villa De Cos	Operando
Zacatecas	zac	32141	El Salvador	El Salvador	Suspendida
Zacatecas	zac	32140	Mezquital Del Oro	Mezquital Del Oro	Operando
Zacatecas	zac	32139	Huitzila	Teúl De González Ortega	Operando
Zacatecas	zac	32138	Canoas	Genaro Codina	Suspendida
Zacatecas	zac	32137	Chichimequillas	Fresnillo	Operando
Zacatecas	zac	32136	Vicente Guerrero	Monte Escobedo	Suspendida
Zacatecas	zac	32135	Potrero De Gallegos	Valparaíso	Operando
Zacatecas	zac	32134	Milpillas De La Sierra	Valparaíso	Operando
Zacatecas	zac	32133	Felipe Angeles	Sombrerete	Operando
Zacatecas	zac	32132	Tepetongo	Tepetongo	Operando
Zacatecas	zac	32131	San Geronimo	Ojocaliente	Operando
Zacatecas	zac	32130	El Romerillo	Valparaíso	Operando
Zacatecas	zac	32129	Presa Susticacan	Susticacán	Operando
Zacatecas	zac	32127	Pino Suarez	Pinos	Operando
Zacatecas	zac	32126	Palmillas	Ojocaliente	Operando
Zacatecas	zac	32125	Moyahua De Estrada	Moyahua De Estrada	Operando
Zacatecas	zac	32124	Momax	Momax	Operando
Zacatecas	zac	32123	Mesillas	Sombrerete	Operando
Zacatecas	zac	32122	Luis Moya	Luis Moya	Operando
Zacatecas	zac	32121	Guadalupe	Guadalupe	Operando
Zacatecas	zac	32120	Genaro Codina	Genaro Codina	Operando
Zacatecas	zac	32119	Felipe Angeles	Villanueva	Operando
Zacatecas	zac	32118	Los Campos	Villa García	Operando
Zacatecas	zac	32117	Las Animas	Valparaíso	Operando
Zacatecas	zac	32116	Adjuntas Del Refugio	Villanueva	Operando
Zacatecas	zac	32115	Sombrerete (Obs)	Sombrerete	Operando
Zacatecas	zac	32114	Villa Gonzalez Ortega	Villa González Ortega	Operando
Zacatecas	zac	32113	Pastoria	Monte Escobedo	Operando
Zacatecas	zac	32112	Milpillas De Allende	Teúl De González Ortega	Operando
Zacatecas	zac	32111	Jalpa	Jalpa	Operando
Zacatecas	zac	32110	Colonia Grever Purisima Sifuentes	Villa De Cos	Suspendida
Zacatecas	zac	32109	San Pedro De La Sierra	Valparaíso	Operando
Zacatecas	zac	32108	Corrales	Sombrerete	Operando
Zacatecas	zac	32107	Sierra Hermosa	Villa De Cos	Operando
Zacatecas	zac	32106	Cueva Grande	Valparaíso	Operando
Zacatecas	zac	32105	Tlachichila	Nochistlán De Mejía	Operando
Zacatecas	zac	32104	Rancho De En Medio	Monte Escobedo	Suspendida
Zacatecas	zac	32103	Ameca La Vieja	Valparaíso	Operando
Zacatecas	zac	32102	Tonala	Valparaíso	Suspendida
Zacatecas	zac	32101	San Jose De Los Llanetes	Valparaíso	Operando
Zacatecas	zac	32100	San Isidro De Los Gonzalez	Valparaíso	Operando
Zacatecas	zac	32099	Malpaso	Villanueva	Operando
Zacatecas	zac	32098	Valparaiso	Valparaíso	Operando
Zacatecas	zac	32097	Tenayuca	Apulco	Operando
Zacatecas	zac	32096	Rio Grande (Dge)	Río Grande	Suspendida
Zacatecas	zac	32095	Pajaritos De La Sierra	Valparaíso	Operando
Zacatecas	zac	32093	El Arenal	Sombrerete	Operando
Zacatecas	zac	32092	Camacho (Dge)	Mazapil	Suspendida
Zacatecas	zac	32091	E.T.A. 145 El Salvador	El Salvador	Operando
Zacatecas	zac	32090	E.T.A. 144 Colonia Gonzalez Ortega	Sombrerete	Suspendida
Zacatecas	zac	32089	E.T.A. 143 Miguel Auza	Miguel Auza	Suspendida
Zacatecas	zac	32088	Petuche	Villa De Cos	Suspendida
Zacatecas	zac	32087	Concepcion Del Oro	Concepción Del Oro	Operando
Zacatecas	zac	32086	Zacatecas (Dge)	Zacatecas	Operando
Zacatecas	zac	32085	Santa Lucia	Valparaíso	Operando
Zacatecas	zac	32084	San Andres	Villa De Cos	Operando
Zacatecas	zac	32080	San Antonio De Triana	Villa De Cos	Suspendida
Zacatecas	zac	32078	San Tiburcio (Dge)	Mazapil	Operando
Zacatecas	zac	32077	San Tiburcio (Smn)	Mazapil	Suspendida
Zacatecas	zac	32076	Colonia Grever La Colorada	Villa De Cos	Operando
Zacatecas	zac	32074	Hacienda De Zaragoza	Sombrerete	Suspendida
Zacatecas	zac	32073	Villanueva (Dge)	Villanueva	Operando
Zacatecas	zac	32072	Villa Garcia (Dge)	Villa García	Operando
Zacatecas	zac	32071	Villa De Cos (Dge)	Villa De Cos	Suspendida
Zacatecas	zac	32070	Teul De Gonzalez Ortega (Dge)	Teúl De González Ortega	Operando
Zacatecas	zac	32069	San Juan Capistrano	Valparaíso	Operando
Zacatecas	zac	32068	Pinos (Smn)	Pinos	Operando
Zacatecas	zac	32067	Juchipila (Dge)	Juchipila	Suspendida
Zacatecas	zac	32065	Chalchihuites (Smn)	Chalchihuites	Operando
Zacatecas	zac	32063	Zacatecas (Smn)	Zacatecas	Suspendida
Zacatecas	zac	32062	Villanueva (Smn)	Villanueva	Suspendida
Zacatecas	zac	32061	Villa Hidalgo	Villa Hidalgo	Operando
Zacatecas	zac	32060	Villa Garcia (Smn)	Villa García	Suspendida
Zacatecas	zac	32059	Villa De Cos (Smn)	Villa De Cos	Operando
Zacatecas	zac	32058	Trancoso	Trancoso	Operando
Zacatecas	zac	32057	Tlaltenango Sanchez Roman	Tlaltenango De Sánchez Román	Operando
Zacatecas	zac	32056	Teul De Gonzalez Ortega (Smn)	Teúl De González Ortega	Suspendida
Zacatecas	zac	32055	Tayahua	Villanueva	Operando
Zacatecas	zac	32054	Sombrerete (Dge)	Sombrerete	Operando
Zacatecas	zac	32053	Santa Rosa	Fresnillo	Operando
Zacatecas	zac	32052	San Rafael	Mazapil	Operando
Zacatecas	zac	32051	San Pedro Piedra Gorda -Ciudad Cuauhtemoc-	Cuauhtémoc	Operando
Zacatecas	zac	32050	San Gil	General Francisco R. Murguía	Operando
Zacatecas	zac	32049	San Francisco (Smn)	General Francisco R. Murguía	Operando
Zacatecas	zac	32048	San Benito	Mazapil	Operando
Zacatecas	zac	32047	San Antonio Del Cipres	Pánuco	Operando
Zacatecas	zac	32046	Sain Alto	Sain Alto	Operando
Zacatecas	zac	32045	Rio Grande (Smn)	Río Grande	Operando
Zacatecas	zac	32044	Escuela De Agronomia Uaz	Zacatecas	Operando
Zacatecas	zac	32043	Pinos (Dge)	Pinos	Suspendida
Zacatecas	zac	32042	Palomas	Villanueva	Operando
Zacatecas	zac	32041	Ojocaliente	Ojocaliente	Operando
Zacatecas	zac	32040	Nuevo Mercurio	Mazapil	Operando
Zacatecas	zac	32039	Nochistlan	Nochistlán De Mejía	Operando
Zacatecas	zac	32038	Nieves	General Francisco R. Murguía	Operando
Zacatecas	zac	32037	Monte Escobedo	Monte Escobedo	Operando
Zacatecas	zac	32036	Mazapil	Mazapil	Operando
Zacatecas	zac	32034	Puerto San Francisco	Sombrerete	Operando
Zacatecas	zac	32033	Loreto	Loreto	Operando
Zacatecas	zac	32032	La Villita	Tepechitlán	Operando
Zacatecas	zac	32031	La Bufa (Obs)	Zacatecas	Operando
Zacatecas	zac	32030	La Florida	Valparaíso	Operando
Zacatecas	zac	32029	Juchipila (Smn)	Juchipila	Operando
Zacatecas	zac	32028	Juan Aldama	Juan Aldama	Operando
Zacatecas	zac	32027	Jimenez Del Teul	Jiménez Del Teul	Operando
Zacatecas	zac	32026	Jerez De Garcia Salinas (Dge)	Jerez	Operando
Zacatecas	zac	32025	Huanusco	Huanusco	Operando
Zacatecas	zac	32024	Guadalupe Victoria	Noria De Ángeles	Operando
Zacatecas	zac	32023	Guadalupe De Las Corrientes	Villa De Cos	Suspendida
Zacatecas	zac	32022	Gruñidora	Mazapil	Operando
Zacatecas	zac	32021	Colonia Gonzalez Ortega	Sombrerete	Operando
Zacatecas	zac	32020	Fresnillo	Fresnillo	Operando
Zacatecas	zac	32019	Excame	Tepechitlán	Operando
Zacatecas	zac	32018	El Sauz	Fresnillo	Operando
Zacatecas	zac	32017	El Tecomate	Jalpa	Suspendida
Zacatecas	zac	32016	El Platanito	Valparaíso	Operando
Zacatecas	zac	32015	El Rusio	Villa Hidalgo	Operando
Zacatecas	zac	32014	El Encinal	Villa De Cos	Suspendida
Zacatecas	zac	32013	El Chique	Tabasco	Operando
Zacatecas	zac	32012	Chalchihuites (Dge)	Chalchihuites	Suspendida
Zacatecas	zac	32011	Concepcion De La Norma	Mazapil	Operando
Zacatecas	zac	32010	Caopas	Mazapil	Operando
Zacatecas	zac	32009	Jerez De Garcia Salinas (Smn)	Jerez	Suspendida
Zacatecas	zac	32007	Cedros	Mazapil	Operando
Zacatecas	zac	32006	El Cazadero	Sain Alto	Operando
Zacatecas	zac	32005	Cañitas De Felipe Pescador	Cañitas De Felipe Pescador	Operando
Zacatecas	zac	32004	Camacho (Smn)	Mazapil	Operando
Zacatecas	zac	32003	Calera	Calera	Operando
Zacatecas	zac	32002	Boca Del Tesorero	Jerez	Operando
Zacatecas	zac	32001	Agua Nueva	Villa De Cos	Operando
Yucatán	yuc	31101	Huhi	Huhí	Suspendida
Yucatán	yuc	31100	Tunkas	Tunkás	Operando
Yucatán	yuc	31099	Tantankin	Tzucacab	Operando
Yucatán	yuc	31098	Nohalal	Tekax	Operando
Yucatán	yuc	31097	Merida (Conagua)	Mérida	Operando
Yucatán	yuc	31096	Temax	Temax	Operando
Yucatán	yuc	31095	Colonia Emiliano Zapata	Mérida	Operando
Yucatán	yuc	31094	Dzidzantum	Dzidzantún	Operando
Yucatán	yuc	31093	C.E.P. Tizimin	Tizimín	Suspendida
Yucatán	yuc	31091	Carolina	Mocochá	Suspendida
Yucatán	yuc	31090	Chochola	Chocholá	Operando
Yucatán	yuc	31089	Dzonot Ake	Tizimín	Operando
Yucatán	yuc	31088	Piste	Tinum	Operando
Yucatán	yuc	31086	Kuxeb	Chemax	Operando
Yucatán	yuc	31085	San Diego Buenavista	Tekax	Operando
Yucatán	yuc	31084	Yokdzonot Presentado	Temozón	Suspendida
Yucatán	yuc	31083	Yalsihon	Panabá	Operando
Yucatán	yuc	31082	X - Hualtez	Cenotillo	Operando
Yucatán	yuc	31080	Nabula	Calotmul	Suspendida
Yucatán	yuc	31079	Merida Santiago	Mérida	Suspendida
Yucatán	yuc	31078	F.I.U.A.D.Y. (Periferico)	Mérida	Operando
Yucatán	yuc	31077	Chunchucmil	Maxcanú	Operando
Yucatán	yuc	31076	Colonia Yucatan	Tizimín	Suspendida
Yucatán	yuc	31075	Catzin	Chemax	Operando
Yucatán	yuc	31074	Calotmul	Calotmul	Operando
Yucatán	yuc	31073	Tzucacab	Tzucacab	Operando
Yucatán	yuc	31072	Teabo	Teabo	Operando
Yucatán	yuc	31071	Holca	Kantunil	Operando
Yucatán	yuc	31070	Hocaba	Hocabá	Suspendida
Yucatán	yuc	31069	Chemax	Chemax	Operando
Yucatán	yuc	31068	Chan Cenote	Tizimín	Operando
Yucatán	yuc	31066	Cansancab	Cansahcab	Suspendida
Yucatán	yuc	31065	Acanceh	Acanceh	Operando
Yucatán	yuc	31064	Sacalum	Sacalum	Suspendida
Yucatán	yuc	31063	Ticul	Ticul	Operando
Yucatán	yuc	31062	Tabi	Oxkutzcab	Operando
Yucatán	yuc	31061	Oxcutzcab	Oxkutzcab	Operando
Yucatán	yuc	31060	Akil	Akil	Operando
Yucatán	yuc	31059	Tekax Unidad	Tekax	Operando
Yucatán	yuc	31058	Halacho	Halachó	Operando
Yucatán	yuc	31057	Conkal	Conkal	Operando
Yucatán	yuc	31056	Mococha	Mocochá	Operando
Yucatán	yuc	31055	E.T.A. 443 Espita	Espita	Suspendida
Yucatán	yuc	31054	Panaba	Panabá	Suspendida
Yucatán	yuc	31053	Dzonot Carretero	Tizimín	Suspendida
Yucatán	yuc	31052	Uman	Umán	Suspendida
Yucatán	yuc	31051	Hunucma	Hunucmá	Suspendida
Yucatán	yuc	31050	Cacalchen	Cacalchén	Suspendida
Yucatán	yuc	31049	Kantemo	Temax	Suspendida
Yucatán	yuc	31048	Cuzama	Cuzamá	Operando
Yucatán	yuc	31047	Fuerza Aerea	Mérida	Suspendida
Yucatán	yuc	31046	Valladolid (Obs)	Valladolid	Operando
Yucatán	yuc	31045	Sotuta (Smn)	Sotuta	Suspendida
Yucatán	yuc	31044	Merida (Obs)	Mérida	Operando
Yucatán	yuc	31043	Opichen	Opichén	Operando
Yucatán	yuc	31042	Valladolid (Dge)	Valladolid	Suspendida
Yucatán	yuc	31041	Mayapan	Mayapán	Operando
Yucatán	yuc	31040	Celestun (Dge)	Celestún	Operando
Yucatán	yuc	31039	Yaxcaba	Yaxcabá	Suspendida
Yucatán	yuc	31038	Xul	Oxkutzcab	Operando
Yucatán	yuc	31037	Xocnaceh	Ticul	Suspendida
Yucatán	yuc	31036	C.I.C.Y.	Mérida	Operando
Yucatán	yuc	31035	Tixmehuac	Tixmehuac	Operando
Yucatán	yuc	31034	Tizimin	Tizimín	Operando
Yucatán	yuc	31033	Tekax De Alvaro Obregon	Tekax	Operando
Yucatán	yuc	31032	Telchaquillo	Tecoh	Operando
Yucatán	yuc	31031	Telchac Puerto	Telchac Puerto	Operando
Yucatán	yuc	31030	Sotuta (Dge)	Sotuta	Operando
Yucatán	yuc	31029	Sisal	Hunucmá	Operando
Yucatán	yuc	31028	Santa Rosa	Peto	Suspendida
Yucatán	yuc	31027	Santa Elena	Santa Elena	Operando
Yucatán	yuc	31026	San Roman	Buctzotz	Suspendida
Yucatán	yuc	31025	E.T.A. 169 San Diego	Tekax	Suspendida
Yucatán	yuc	31024	Rio Lagartos	Río Lagartos	Operando
Yucatán	yuc	31023	Progreso (Obs)	Progreso	Operando
Yucatán	yuc	31022	Peto	Peto	Operando
Yucatán	yuc	31021	Muna	Muna	Operando
Yucatán	yuc	31020	Motul	Motul	Operando
Yucatán	yuc	31019	Cantamayec	Cantamayec	Operando
Yucatán	yuc	31018	Maxcanu	Maxcanú	Suspendida
Yucatán	yuc	31017	Loche	Panabá	Operando
Yucatán	yuc	31016	Kinchil	Kinchil	Operando
Yucatán	yuc	31015	Izamal Escuela	Izamal	Operando
Yucatán	yuc	31014	Ingenio Catmis	Tzucacab	Operando
Yucatán	yuc	31013	Espita	Espita	Operando
Yucatán	yuc	31012	El Cuyo	Tizimín	Operando
Yucatán	yuc	31011	Dzitas	Dzitás	Operando
Yucatán	yuc	31010	Dzilam De Bravo	Dzilam De Bravo	Operando
Yucatán	yuc	31009	Dzan	Dzan	Operando
Yucatán	yuc	31008	Chanchichimila	Chikindzonot	Operando
Yucatán	yuc	31007	Chicxulub Puerto	Progreso	Operando
Yucatán	yuc	31006	Chacsinkin	Chacsinkín	Suspendida
Yucatán	yuc	31005	C.I.A.P.Y.	Muna	Operando
Yucatán	yuc	31004	Celestun (Smn)	Celestún	Suspendida
Yucatán	yuc	31003	Buctzotz	Buctzotz	Operando
Yucatán	yuc	31002	Becanchen	Tekax	Operando
Yucatán	yuc	31001	Abala	Abalá	Operando
Veracruz de Ignacio de la Llave	ver	30488	Jalapa De Enriquez Ii	Xalapa	Suspendida
Veracruz de Ignacio de la Llave	ver	30487	Mesa De Gomez	Tlalnelhuayocan	Suspendida
Veracruz de Ignacio de la Llave	ver	30486	Loma Grande	Mariano Escobedo	Operando
Veracruz de Ignacio de la Llave	ver	30469	Banderilla	Banderilla	Operando
Veracruz de Ignacio de la Llave	ver	30468	Paso Del Toro	Medellín De Bravo	Operando
Veracruz de Ignacio de la Llave	ver	30467	El Naranjal	Ursulo Galván	Operando
Veracruz de Ignacio de la Llave	ver	30465	Presa El Moralillo	Cerro Azul	Operando
Veracruz de Ignacio de la Llave	ver	30464	Chacaltianguis	Chacaltianguis	Operando
Veracruz de Ignacio de la Llave	ver	30462	Tenochtitlan	Tenochtitlán	Operando
Veracruz de Ignacio de la Llave	ver	30461	Tepetapan	Catemaco	Suspendida
Veracruz de Ignacio de la Llave	ver	30458	Minzapan	Mecayapan	Operando
Veracruz de Ignacio de la Llave	ver	30457	La Ceibilla	Isla	Operando
Veracruz de Ignacio de la Llave	ver	30456	La Cangrejera	Coatzacoalcos	Operando
Veracruz de Ignacio de la Llave	ver	30455	La Joya	Acajete	Operando
Veracruz de Ignacio de la Llave	ver	30454	Ingenio La Concepcion	Jilotepec	Operando
Veracruz de Ignacio de la Llave	ver	30453	Oxtlapa	Xico	Suspendida
Veracruz de Ignacio de la Llave	ver	30452	Briones	Coatepec	Operando
Veracruz de Ignacio de la Llave	ver	30398	Yecuatla	Yecuatla	Operando
Veracruz de Ignacio de la Llave	ver	30397	Xalapa Sumidero	Xalapa	Operando
Veracruz de Ignacio de la Llave	ver	30396	Xalapa Revolución	Xalapa	Operando
Veracruz de Ignacio de la Llave	ver	30395	Xalapa Olmos	Xalapa	Operando
Veracruz de Ignacio de la Llave	ver	30394	Xalapa Magisterial	Xalapa	Operando
Veracruz de Ignacio de la Llave	ver	30393	Xalapa Dos De Abril	Xalapa	Operando
