COMISIÓN NACIONAL DEL AGUA
COORDINACIÓN GENERAL DEL SERVICIO METEOROLÓGICO NACIONAL
BASE DE DATOS CLIMATOLÓGICA NACIONAL 

REGISTRO DIARIO HISTÓRICO
EMISIÓN   : 21/11/2025 

DATOS DISPONIBLES EN LA BASE DE DATOS A: NOVEMBER DE 2025; 
CON LA INFORMACIÓN SUMINISTRADA POR LAS UNIDADES ADMINISTRATIVAS 

 ESTACIÓN  : 5005 
 NOMBRE    : CANDELA (DGE) 
 ESTADO    : COAHUILA DE ZARAGOZA 
 MUNICIPIO : CANDELA 
 SITUACIÓN : OPERANDO 
 CVE-OMM   :   
 LATITUD   : 26.84138889 ° 
 LONGITUD  : -100.7602778 ° 
 ALTITUD   : 582 msnm 




FECHA		PRECIP	EVAP	TMAX	TMIN
		(mm)	(mm)	(°C )	(°C)
1967-05-10	NULO	NULO	NULO	NULO
1970-07-03	0	NULO	30	25
1970-07-04	0	NULO	32	26
1970-07-05	0	NULO	35	28
1970-07-06	0	NULO	37	24
1970-07-07	0	NULO	32	25
1970-07-08	0	NULO	31	28
1970-07-09	0	NULO	34	26
1970-07-10	0	NULO	33	28
1970-07-11	0	NULO	34	28
1970-07-12	0	NULO	34	27
1970-07-13	21	NULO	32	27
1970-07-14	3	NULO	30	27
1970-07-15	9	NULO	31	22
1970-07-16	8	NULO	32	26
1970-07-17	5	NULO	31	27
1970-07-18	0	NULO	30	25
1970-07-19	0	NULO	30	21
1970-07-20	0	NULO	33	27
1970-07-21	0	NULO	32	28
1970-07-22	0	NULO	34	28
1970-07-23	0	NULO	30	27
1970-07-24	0	NULO	31	26
1970-07-25	0	NULO	32	23
1970-07-26	0	NULO	36	26
1970-07-27	0	NULO	33	27
1970-07-28	0	NULO	34	29
1970-07-29	0	NULO	31	28
1970-07-30	0	NULO	34	27
1970-07-31	0	NULO	33	29
1970-08-01	0	NULO	34	27
1970-08-02	0	NULO	33	28
1970-08-03	0	NULO	31	29
1970-08-04	0	NULO	31	26
1970-08-05	0	NULO	36	27
1970-08-06	0	NULO	30	25
1970-08-07	0	NULO	32	26
1970-08-08	0	NULO	34	28
1970-08-09	0	NULO	31	25
1970-08-10	0	NULO	29	24
1970-08-11	0	NULO	30	23
1970-08-12	12	NULO	32	24
1970-08-13	0	NULO	31	24
1970-08-14	8.5	NULO	34	24
1970-08-15	0	NULO	32	22
1970-08-16	0	NULO	35	24
1970-08-17	0	NULO	31	26
1970-08-18	0	NULO	32	22
1970-08-19	0	NULO	30	24
1970-08-20	0	NULO	32	22
1970-08-21	0	NULO	33	25
1970-08-22	0	NULO	31	28
1970-08-23	5	NULO	30	26
1970-08-24	7	NULO	32	25
1970-08-25	11	NULO	31	22
1970-08-26	0	NULO	33	26
1970-08-27	0	NULO	34	21
1970-08-28	0	NULO	36	22
1970-08-29	0	NULO	35	22
1970-08-30	0	NULO	36	22
1970-08-31	0	NULO	35	24
1970-09-01	0	NULO	34	22.5
1970-09-02	0	NULO	36	22.5
1970-09-03	0	NULO	34	23
1970-09-04	0	NULO	37	26
1970-09-05	0	NULO	31	25.5
1970-09-06	0	NULO	36	24
1970-09-07	0	NULO	34	25
1970-09-08	0	NULO	34	25
1970-09-09	0	NULO	34	26
1970-09-10	0	NULO	30	24
1970-09-11	0	NULO	33	21
1970-09-12	55	NULO	31	24
1970-09-13	0	NULO	33	22
1970-09-14	0	NULO	33	24
1970-09-15	0	NULO	35.5	22
1970-09-16	0	NULO	34	22
1970-09-17	0	NULO	36	24
1970-09-18	0	NULO	35	28
1970-09-19	0	NULO	33	27
1970-09-20	0	NULO	34	22
1970-09-21	0	NULO	35	26
1970-09-22	0	NULO	32	23
1970-09-23	0	NULO	31	24
1970-09-24	0	NULO	31	23
1970-09-25	29	NULO	29.5	24
1970-09-26	20	NULO	26	11
1970-09-27	0	NULO	22	10
1970-09-28	0	NULO	29	11
1970-09-29	0	NULO	31.5	14
1970-09-30	0	NULO	NULO	NULO
1970-10-01	0	NULO	30	18
1970-10-02	0	NULO	29	21
1970-10-03	0	NULO	31	21
1970-10-04	0	NULO	30	23
1970-10-05	0	NULO	32	22
1970-10-06	0	NULO	33	26
1970-10-07	0	NULO	30	21
1970-10-08	0	NULO	31	24
1970-10-09	0	NULO	32	27
1970-10-10	0	NULO	30	25
1970-10-11	0	NULO	29	24
1970-10-12	0	NULO	30	21
1970-10-13	0	NULO	29	24
1970-10-14	0	NULO	24	21
1970-10-15	0	NULO	21	11
1970-10-16	0	NULO	24	12
1970-10-17	4	NULO	21	14
1970-10-18	6	NULO	18	12
1970-10-19	3	NULO	24	11
1970-10-20	0	NULO	30	12
1970-10-21	0	NULO	30	18
1970-10-22	0	NULO	29	24
1970-10-23	0	NULO	30	24
1970-10-24	0	NULO	29	25
1970-10-25	0	NULO	30	22
1970-10-26	0	NULO	30	27
1970-10-27	0	NULO	29	23
1970-10-28	0	NULO	24	21
1970-10-29	0	NULO	30	19
1970-10-30	0	NULO	29	23
1970-10-31	0	NULO	30	24
1970-11-01	0	NULO	23	16.5
1970-11-02	0	NULO	22	18
1970-11-03	0	NULO	29	17
1970-11-04	0	NULO	24	18
1970-11-05	0	NULO	26	18
1970-11-06	0	NULO	29	20
1970-11-07	0	NULO	30	21
1970-11-08	0	NULO	28	22
1970-11-09	0	NULO	30	23
1970-11-10	0	NULO	30	25
1970-11-11	0	NULO	28	16
1970-11-12	0	NULO	28	11
1970-11-13	0	NULO	22	16
1970-11-14	0	NULO	21	16
1970-11-15	0	NULO	19	13
1970-11-16	0	NULO	22.5	12
1970-11-17	0	NULO	26.5	11
1970-11-18	0	NULO	26	14
1970-11-19	0	NULO	28	16
1970-11-20	0	NULO	23	16
1970-11-21	0	NULO	25	19
1970-11-22	0	NULO	24	17
1970-11-23	0	NULO	23	14
1970-11-24	0	NULO	24	18
1970-11-25	0	NULO	21	18
1970-11-26	0	NULO	19	13
1970-11-27	0	NULO	21	11
1970-11-28	0	NULO	22	15
1970-11-29	0	NULO	27	18
1970-11-30	0	NULO	NULO	NULO
1970-12-01	0	NULO	22	16
1970-12-02	0	NULO	21	12
1970-12-03	0	NULO	21	14
1970-12-04	0	NULO	20	16
1970-12-05	0	NULO	21	11
1970-12-06	0	NULO	22	14
1970-12-07	0	NULO	20	12
1970-12-08	0	NULO	20	15
1970-12-09	0	NULO	19	13
1970-12-10	0	NULO	21	11
1970-12-11	0	NULO	19	13
1970-12-12	0	NULO	17	10
1970-12-13	0	NULO	19	13
1970-12-14	0	NULO	19	15
1970-12-15	0	NULO	20	14
1970-12-16	0	NULO	20	15
1970-12-17	0	NULO	20	15
1970-12-18	0	NULO	21	17
1970-12-19	0	NULO	22	16
1970-12-20	0	NULO	20	15
1970-12-21	0	NULO	18	13
1970-12-22	0	NULO	19	12
1970-12-23	0	NULO	21	11
1970-12-24	0	NULO	20	14
1970-12-25	0	NULO	19	15
1970-12-26	0	NULO	20	13
1970-12-27	0	NULO	20	16
1970-12-28	0	NULO	19	14
1970-12-29	0	NULO	21	13
1970-12-30	0	NULO	23	14
1970-12-31	0	NULO	19	10
1971-01-01	0	NULO	20	10
1971-01-02	0	NULO	18	11
1971-01-03	0	NULO	16	11
1971-01-04	0	NULO	14	10
1971-01-05	0	NULO	10	4
1971-01-06	0	NULO	12	2
1971-01-07	0	NULO	15	3
1971-01-08	0	NULO	13	5
1971-01-09	0	NULO	16	3
1971-01-10	0	NULO	20	6
1971-01-11	0	NULO	19	13
1971-01-12	0	NULO	23	14
1971-01-13	0	NULO	21	16
1971-01-14	0	NULO	19	17
1971-01-15	0	NULO	23	11
1971-01-16	0	NULO	25	11
1971-01-17	0	NULO	26	20
1971-01-18	0	NULO	25	22
1971-01-19	0	NULO	23	19
1971-01-20	0	NULO	26	18
1971-01-21	0	NULO	24	20
1971-01-22	0	NULO	27	19
1971-01-23	0	NULO	29	20
1971-01-24	0	NULO	29	23
1971-01-25	0	NULO	27	20
1971-01-26	0	NULO	29	21
1971-01-27	0	NULO	23	20
1971-01-28	0	NULO	24	19
1971-01-29	1	NULO	21	17
1971-01-30	0	NULO	20	18
1971-01-31	0	NULO	23	17
1971-02-01	0	NULO	20	10
1971-02-02	0	NULO	22	11
1971-02-03	0	NULO	21	14
1971-02-04	0	NULO	24	18
1971-02-05	0	NULO	25	16
1971-02-06	0	NULO	27	17
1971-02-07	0	NULO	12	9
1971-02-08	0	NULO	17	2
1971-02-09	0	NULO	20	2
1971-02-10	0	NULO	23	13
1971-02-11	0	NULO	24	18
1971-02-12	0	NULO	27	19
1971-02-13	0	NULO	29	20
1971-02-14	0	NULO	27	23
1971-02-15	0	NULO	26	21
1971-02-16	0	NULO	25	20
1971-02-17	0	NULO	27	20
1971-02-18	0	NULO	28	22
1971-02-19	0	NULO	27	23
1971-02-20	0	NULO	29	21
1971-02-21	0	NULO	27	24
1971-02-22	0	NULO	25	21
1971-02-23	0	NULO	22	20
1971-02-24	0	NULO	24	19
1971-02-25	0	NULO	25	20
1971-02-26	0	NULO	27	21
1971-02-27	0	NULO	28	22
1971-02-28	0	NULO	NULO	NULO
1971-08-01	0	NULO	30	26
1971-08-02	26	NULO	31	23
1971-08-03	7	NULO	34	26
1971-08-04	10	NULO	32	26
1971-08-05	13	NULO	33	25
1971-08-06	10	NULO	34	27
1971-08-07	0	NULO	33	29
1971-08-08	0	NULO	35	28
1971-08-09	0	NULO	35	29
1971-08-10	0	NULO	32	24
1971-08-11	0	NULO	36	21
1971-08-12	0	NULO	33	22
1971-08-13	0	NULO	32	23
1971-08-14	0	NULO	39	25
1971-08-15	0	NULO	37	32
1971-08-16	0	NULO	38	29
1971-08-17	0	NULO	35	33
1971-08-18	0	NULO	41	27
1971-08-19	0	NULO	38	35
1971-08-20	0	NULO	34	31
1971-08-21	0	NULO	33	29
1971-08-22	0	NULO	35	28
1971-08-23	0	NULO	34	29
1971-08-24	0	NULO	33	28
1971-08-25	0	NULO	36	26
1971-08-26	0	NULO	39	30
1971-08-27	0	NULO	40	33
1971-08-28	0	NULO	39	34
1971-08-29	0	NULO	41	31
1971-08-30	0	NULO	40	34
1971-08-31	0	NULO	39	35
1971-09-01	0	NULO	32	26
1971-09-02	0	NULO	31	27
1971-09-03	0	NULO	36	25
1971-09-04	0	NULO	33	27
1971-09-05	0	NULO	31	26
1971-09-06	0	NULO	36	25
1971-09-07	0	NULO	36	23
1971-09-08	0	NULO	32	24
1971-09-09	0	NULO	34	20
1971-09-10	0.7	NULO	33	19
1971-09-11	65	NULO	31	21
1971-09-12	25.2	NULO	22	20
1971-09-13	33	NULO	24	20
1971-09-14	0	NULO	29	21
1971-09-15	0	NULO	29	21
1971-09-16	0	NULO	28	22.5
1971-09-17	0	NULO	26	21
1971-09-18	0	NULO	26	19
1971-09-19	0	NULO	26	19
1971-09-20	6	NULO	24	18
1971-09-21	0	NULO	22	18
1971-09-22	0	NULO	26	16
1971-09-23	0	NULO	29	20
1971-09-24	0	NULO	30	17
1971-09-25	0	NULO	29	19
1971-09-26	16	NULO	31	21
1971-09-27	7	NULO	32	22
1971-09-28	0	NULO	29	20
1971-09-29	0	NULO	28	21
1971-09-30	0	NULO	NULO	NULO
1971-10-01	0	NULO	29	22
1971-10-02	0	NULO	27	21
1971-10-03	110	NULO	31	21
1971-10-04	10	NULO	20	18
1971-10-05	16	NULO	21	18
1971-10-06	20	NULO	21	19
1971-10-07	3	NULO	21	19
1971-10-08	3	NULO	23	18
1971-10-09	2	NULO	20	18
1971-10-10	0	NULO	24	11
1971-10-11	1	NULO	25	16
1971-10-12	14	NULO	18	16
1971-10-13	0	NULO	22	15
1971-10-14	0	NULO	29	16
1971-10-15	4	NULO	29	20
1971-10-16	0	NULO	30	21
1971-10-17	0	NULO	31	22
1971-10-18	0	NULO	30	24
1971-10-19	0	NULO	25	23
1971-10-20	0	NULO	28	19
1971-10-21	0	NULO	26	19
1971-10-22	0	NULO	24	19
1971-10-23	0	NULO	23	20
1971-10-24	0	NULO	22	19
1971-10-25	0	NULO	23	18
1971-10-26	0	NULO	22	18
1971-10-27	0	NULO	22	19
1971-10-28	0	NULO	21	18
1971-10-29	0	NULO	20	17
1971-10-30	0	NULO	20	16
1971-10-31	0	NULO	29	16
1971-12-01	0	NULO	20	17
1971-12-02	0	NULO	21	15
1971-12-03	0	NULO	21	18
1971-12-04	0	NULO	21	17
1971-12-05	6	NULO	22	18
1971-12-06	0	NULO	21	15
1971-12-07	0	NULO	20	18
1971-12-08	0	NULO	19	17
1971-12-09	0	NULO	19	14
1971-12-10	0	NULO	21	15
1971-12-11	0	NULO	20	17
1971-12-12	0	NULO	20	16
1971-12-13	0	NULO	21.5	17
1971-12-14	0	NULO	21	15
1971-12-15	0	NULO	22	17
1971-12-16	0	NULO	22	19
1971-12-17	0	NULO	21	18
1971-12-18	0	NULO	23	17
1971-12-19	0	NULO	22	19
1971-12-20	0	NULO	22	18
1971-12-21	0	NULO	20	17
1971-12-22	0	NULO	20	16
1971-12-23	0	NULO	21	17
1971-12-24	0	NULO	21	19
1971-12-25	0	NULO	22	18
1971-12-26	0	NULO	20.5	19
1971-12-27	0	NULO	22	17
1971-12-28	0	NULO	20.5	18
1971-12-29	0	NULO	22	17
1971-12-30	0	NULO	21	18
1971-12-31	0	NULO	19	17
1972-01-01	0	NULO	16	15
1972-01-02	0	NULO	16	12
1972-01-03	0	NULO	17	11
1972-01-04	4	NULO	10	4
1972-01-05	0	NULO	8	4
1972-01-06	0	NULO	15	3
1972-01-07	0	NULO	16	7
1972-01-08	0	NULO	20	11
1972-01-09	0	NULO	21	12
1972-01-10	0	NULO	20	14
1972-01-11	0	NULO	23	11
1972-01-12	0	NULO	20	13
1972-01-13	0	NULO	19	16
1972-01-14	0	NULO	15	8
1972-01-15	0	NULO	10	3
1972-01-16	0	NULO	12	4
1972-01-17	0	NULO	13	6
1972-01-18	0	NULO	12	7
1972-01-19	0	NULO	14	8
1972-01-20	0	NULO	15	10
1972-01-21	0	NULO	15	11
1972-01-22	0	NULO	17	12
1972-01-23	0	NULO	19	13
1972-01-24	0	NULO	20	14
1972-01-25	0	NULO	20	15
1972-01-26	0	NULO	22	17
1972-01-27	0	NULO	21	19
1972-01-28	0	NULO	22	19
1972-01-29	0	NULO	23	18
1972-01-30	0	NULO	22	20
1972-01-31	0	NULO	22	19
1972-03-01	0	NULO	23	18
1972-03-02	0	NULO	22	20
1972-03-03	0	NULO	23	19
1972-03-04	0	NULO	23	20
1972-03-05	0	NULO	24	20
1972-03-06	0	NULO	23	19
1972-03-07	0	NULO	25	20
1972-03-08	0	NULO	24	20
1972-03-09	0	NULO	25	19
1972-03-10	0	NULO	23	20
1972-03-11	0	NULO	21	20
1972-03-12	6	NULO	20	18
1972-03-13	0	NULO	24	16
1972-03-14	0	NULO	23	18
1972-03-15	0	NULO	24	20
1972-03-16	0	NULO	23	21
1972-03-17	0	NULO	25	20
1972-03-18	0	NULO	26	21
1972-03-19	0	NULO	25	22
1972-03-20	0	NULO	27	22
1972-03-21	0	NULO	25	23
1972-03-22	0	NULO	24	21
1972-03-23	0	NULO	25	20
1972-03-24	0	NULO	23	21
1972-03-25	0	NULO	25	21
1972-03-26	0	NULO	23	21
1972-03-27	0	NULO	25	20
1972-03-28	0	NULO	24	21
1972-03-29	0	NULO	25	21
1972-03-30	0	NULO	23	22
1972-03-31	0	NULO	25	20
1972-04-01	0	NULO	23	21
1972-04-02	0	NULO	25	20
1972-04-03	0	NULO	23	20
1972-04-04	0	NULO	26	20
1972-04-05	0	NULO	27	21
1972-04-06	0	NULO	27	21
1972-04-07	0	NULO	26	22
1972-04-08	0	NULO	30	21
1972-04-09	0	NULO	29	22
1972-04-10	0	NULO	26	21
1972-04-11	0	NULO	30	22
1972-04-12	0	NULO	30	23
1972-04-13	0	NULO	32	24
1972-04-14	0	NULO	36	25
1972-04-15	0	NULO	30	27
1972-04-16	0	NULO	31	24
1972-04-17	0	NULO	29	25
1972-04-18	0	NULO	30	23
1972-04-19	0	NULO	29	25
1972-04-20	0	NULO	26	23
1972-04-21	0	NULO	29	22
1972-04-22	0	NULO	30	23
1972-04-23	0	NULO	31	23
1972-04-24	0	NULO	28	22
1972-04-25	0	NULO	27	22
1972-04-26	0	NULO	29	22
1972-04-27	16.5	NULO	27	24
1972-04-28	0	NULO	29	17
1972-04-29	0	NULO	31	12
1972-04-30	0	NULO	NULO	NULO
1972-05-01	3	NULO	34	22
1972-05-02	5	NULO	33	20
1972-05-03	0	NULO	29	18
1972-05-04	0	NULO	27	18
1972-05-05	0	NULO	28	19
1972-05-06	0	NULO	30	20
1972-05-07	0	NULO	32	19
1972-05-08	0	NULO	32	20
1972-05-09	0	NULO	24	20
1972-05-10	0	NULO	29	20
1972-05-11	0	NULO	30	17
1972-05-12	0	NULO	25	19
1972-05-13	0	NULO	30	19
1972-05-14	0	NULO	32	20
1972-05-15	6	NULO	24	19
1972-05-16	0	NULO	23	18
1972-05-17	0	NULO	32	19
1972-05-18	40	NULO	32	19
1972-05-19	0	NULO	31	18
1972-05-20	0	NULO	30	20
1972-05-21	0	NULO	30	23
1972-05-22	0	NULO	33	21
1972-05-23	0	NULO	33	21
1972-05-24	0	NULO	34	22
1972-05-25	0	NULO	33	22
1972-05-26	0	NULO	35	21
1972-05-27	0	NULO	33	23
1972-05-28	0	NULO	31	21
1972-05-29	0	NULO	31	21
1972-05-30	8	NULO	32	23
1972-05-31	0	NULO	33	20
1972-06-01	0	NULO	33	21
1972-06-02	0	NULO	34	21
1972-06-03	0	NULO	29	23
1972-06-04	0	NULO	25	22
1972-06-05	13	NULO	31.5	20
1972-06-06	2	NULO	29	21
1972-06-07	40	NULO	26	21
1972-06-08	4	NULO	23	20
1972-06-09	0	NULO	29	21
1972-06-10	0	NULO	31	22
1972-06-11	24	NULO	26	22
1972-06-12	2	NULO	29	21
1972-06-13	0	NULO	30	22
1972-06-14	0	NULO	34	25
1972-06-15	0	NULO	31	23
1972-06-16	0	NULO	30	25
1972-06-17	0	NULO	31	23
1972-06-18	0	NULO	33	22
1972-06-19	0	NULO	33	22
1972-06-20	0	NULO	35	23
1972-06-21	0	NULO	32	28
1972-06-22	0	NULO	34	23
1972-06-23	0	NULO	34	25
1972-06-24	0	NULO	37	29
1972-06-25	0	NULO	36	25
1972-06-26	0	NULO	33	26
1972-06-27	0	NULO	35	29
1972-06-28	0	NULO	38	30
1972-06-29	0	NULO	35	31
1972-06-30	0	NULO	NULO	NULO
1972-07-01	0	NULO	34	31
1972-07-02	0	NULO	32	28
1972-07-03	0	NULO	32	26
1972-07-04	17	NULO	38	25
1972-07-05	0	NULO	29	27
1972-07-06	0	NULO	32	20
1972-07-07	0	NULO	33	22
1972-07-08	0	NULO	34	23
1972-07-09	0	NULO	30	25
1972-07-10	0	NULO	33	25
1972-07-11	0	NULO	33	27
1972-07-12	0	NULO	34	25
1972-07-13	0	NULO	31	23
1972-07-14	0	NULO	32	26
1972-07-15	10	NULO	30	28
1972-07-16	9	NULO	31	24
1972-07-17	0	NULO	33	25
1972-07-18	0	NULO	32	25
1972-07-19	0	NULO	31	24
1972-07-20	0	NULO	30	25
1972-07-21	16	NULO	29	24
1972-07-22	4	NULO	30	22
1972-07-23	6	NULO	30	23
1972-07-24	0	NULO	31	24
1972-07-25	0	NULO	33	23
1972-07-26	0	NULO	34	25
1972-07-27	0	NULO	33	28
1972-07-28	0	NULO	35	27
1972-07-29	0	NULO	36	30
1972-07-30	0	NULO	36	30
1972-07-31	0	NULO	35	31
1972-08-01	0	NULO	34	30
1972-08-02	0	NULO	35	31
1972-08-03	0	NULO	37	29
1972-08-04	0	NULO	36	31
1972-08-05	0	NULO	37	30
1972-08-06	0	NULO	35	31
1972-08-07	0	NULO	38	30
1972-08-08	0	NULO	38	32
1972-08-09	18	NULO	37	33
1972-08-10	0	NULO	38	32
1972-08-11	0	NULO	40	31
1972-08-12	0	NULO	40	33
1972-08-13	0	NULO	41	32
1972-08-14	0	NULO	40	34
1972-08-15	0	NULO	42	31
1972-08-16	0	NULO	41	35
1972-08-17	0	NULO	40	33
1972-08-18	0	NULO	39	34
1972-08-19	0	NULO	40	31
1972-08-20	0	NULO	43	33
1972-08-21	0	NULO	43	34
1972-08-22	0	NULO	42	36
1972-08-23	8	NULO	38	35
1972-08-24	0	NULO	36	29
1972-08-25	0	NULO	39	30
1972-08-26	0	NULO	41	31
1972-08-27	0	NULO	44	33
1972-08-28	0	NULO	45	35
1972-08-29	0	NULO	43	37
1972-08-30	0	NULO	44	36
1972-08-31	0	NULO	42	36
1972-10-01	0	NULO	41	32
1972-10-02	0	NULO	38	34
1972-10-03	0	NULO	40	31
1972-10-04	0	NULO	39	32
1972-10-05	0	NULO	41	33
1972-10-06	0	NULO	40	33
1972-10-07	0	NULO	39	32
1972-10-08	0	NULO	41	31
1972-10-09	0	NULO	43	35
1972-10-10	0	NULO	40	35
1972-10-11	0	NULO	37	34
1972-10-12	0	NULO	36	33
1972-10-13	0	NULO	35	31
1972-10-14	0	NULO	31	29
1972-10-15	0	NULO	27	25
1972-10-16	0	NULO	28	24
1972-10-17	0	NULO	27	24
1972-10-18	0	NULO	25	23
1972-10-19	0	NULO	26	22
1972-10-20	0	NULO	25	22
1972-10-21	0	NULO	27	21
1972-10-22	0	NULO	23	20
1972-10-23	0	NULO	21	19
1972-10-24	1	NULO	20	17
1972-10-25	0	NULO	28	14
1972-10-26	0	NULO	27	17
1972-10-27	0	NULO	28	23
1972-10-28	0	NULO	30	23
1972-10-29	0	NULO	32	26
1972-10-30	0	NULO	33	28
1972-10-31	0	NULO	32	27
1972-11-01	0	NULO	21	17
1972-11-02	0	NULO	20	19
1972-11-03	0	NULO	23	16
1972-11-04	0	NULO	22	20
1972-11-05	0	NULO	22	19
1972-11-06	0	NULO	23	19
1972-11-07	0	NULO	23	20
1972-11-08	0	NULO	22	19
1972-11-09	0	NULO	23	19
1972-11-10	0	NULO	23	19
1972-11-11	0	NULO	22	18
1972-11-12	0	NULO	23	20
1972-11-13	0	NULO	23	20
1972-11-14	0	NULO	22	19
1972-11-15	0	NULO	21	18
1972-11-16	0	NULO	21	18
1972-11-17	0	NULO	22	19
1972-11-18	0	NULO	20	18
1972-11-19	0	NULO	19	18
1972-11-20	0	NULO	19	16
1972-11-21	0	NULO	18	15
1972-11-22	8	NULO	17	14
1972-11-23	12	NULO	16	12
1972-11-24	0	NULO	19	11
1972-11-25	0	NULO	20	14
1972-11-26	0	NULO	21	16
1972-11-27	0	NULO	20	18
1972-11-28	0	NULO	20	16
1972-11-29	0	NULO	21	18
1972-11-30	0	NULO	NULO	NULO
1972-12-01	0	NULO	24	20
1972-12-02	0	NULO	23	20
1972-12-03	0	NULO	22	20
1972-12-04	0	NULO	25	18
1972-12-05	0	NULO	24	18
1972-12-06	0	NULO	20	9
1972-12-07	0	NULO	21	16
1972-12-08	0	NULO	21	18
1972-12-09	0	NULO	20	17
1972-12-10	3	NULO	18	15
1972-12-11	0	NULO	15	8
1972-12-12	0	NULO	16	10
1972-12-13	0	NULO	16	9
1972-12-14	0	NULO	14	11
1972-12-15	0	NULO	12	8
1972-12-16	0	NULO	11	6
1972-12-17	0	NULO	10	5
1972-12-18	0	NULO	13	5
1972-12-19	0	NULO	17	6
1972-12-20	1	NULO	18	10
1972-12-21	0	NULO	13	11
1972-12-22	0	NULO	14	8
1972-12-23	0	NULO	15	10
1972-12-24	0	NULO	18	11
1972-12-25	0	NULO	15	13
1972-12-26	0	NULO	15	11
1972-12-27	0	NULO	14	12
1972-12-28	0	NULO	16	11
1972-12-29	0	NULO	18	12
1972-12-30	0	NULO	19	12
1972-12-31	2	NULO	19	14
1973-01-01	2	NULO	11	4
1973-01-02	0	NULO	10	6
1973-01-03	0	NULO	11	5
1973-01-04	0	NULO	14	7
1973-01-05	2	NULO	13	8
1973-01-06	2	NULO	11	10
1973-01-07	2	NULO	9	5
1973-01-08	3	NULO	7	5
1973-01-09	0.01	NULO	4	3
1973-01-10	5	NULO	NULO	NULO
1973-01-11	0	NULO	2	1
1973-01-12	0	NULO	6	1
1973-01-13	0	NULO	11	3
1973-01-14	0	NULO	19	4
1973-01-15	0	NULO	17	5
1973-01-16	0	NULO	18	9
1973-01-17	0	NULO	17	10
1973-01-18	0	NULO	20	11
1973-01-19	0	NULO	20	13
1973-01-20	0	NULO	20	15
1973-01-21	0	NULO	18	15
1973-01-22	0	NULO	22	10
1973-01-23	0	NULO	15	4
1973-01-24	4	NULO	16	6
1973-01-25	0	NULO	18	3
1973-01-26	0	NULO	26	2
1973-01-27	0	NULO	23	10
1973-01-28	0	NULO	26	11
1973-01-29	0	NULO	NULO	NULO
1973-01-30	0	NULO	20	1
1973-01-31	0	NULO	32	7
1973-02-01	0	NULO	23	8
1973-02-02	0	NULO	22	8
1973-02-03	0	NULO	25	7
1973-02-04	0	NULO	28	7
1973-02-05	0	NULO	25	9
1973-02-06	0	NULO	20	12
1973-02-07	4	NULO	14	12
1973-02-08	13	NULO	9	6
1973-02-09	0	NULO	5	-3
1973-02-10	0	NULO	6	-2
1973-02-11	0	NULO	18	-1
1973-02-12	0	NULO	21	5
1973-02-13	0	NULO	23	6
1973-02-14	0	NULO	16	8
1973-02-15	0	NULO	18	8
1973-02-16	22	NULO	10	7
1973-02-17	12	NULO	6	3
1973-02-18	0	NULO	11	3
1973-02-19	6	NULO	13	6
1973-02-20	17	NULO	12	8
1973-02-21	8	NULO	9	7
1973-02-22	2	NULO	13	6
1973-02-23	0	NULO	13	7
1973-02-24	0	NULO	18	9
1973-02-25	0	NULO	23	10
1973-02-26	0	NULO	18	8
1973-02-27	0	NULO	22	13
1973-02-28	0	NULO	NULO	NULO
1973-03-01	0	NULO	27	14
1973-03-02	0	NULO	25	14
1973-03-03	0	NULO	23	16
1973-03-04	0	NULO	20	15
1973-03-05	0	NULO	30	15
1973-03-06	0	NULO	29	18
1973-03-07	0	NULO	27	11
1973-03-08	0	NULO	29	14
1973-03-09	0	NULO	28	16
1973-03-10	0	NULO	25	18
1973-03-11	0	NULO	26	19
1973-03-12	0	NULO	32	15
1973-03-13	0	NULO	40	19
1973-03-14	0	NULO	26	15
1973-03-15	0	NULO	20	17
1973-03-16	0	NULO	20	12
1973-03-17	0	NULO	25	10
1973-03-18	0	NULO	29	15
1973-03-19	0	NULO	23	13
1973-03-20	0	NULO	21	16
1973-03-21	0	NULO	23	12
1973-03-22	0	NULO	29	14
1973-03-23	0	NULO	25	17
1973-03-24	0	NULO	24	15
1973-03-25	0	NULO	26	18
1973-03-26	0	NULO	26	15
1973-03-27	0	NULO	30	14
1973-03-28	0	NULO	31	14
1973-03-29	0	NULO	23	14
1973-03-30	0	NULO	26	18
1973-03-31	0	NULO	27	13
1973-04-01	0	NULO	29	18
1973-04-02	0	NULO	24	17
1973-04-03	0	NULO	22	14
1973-04-04	0	NULO	20	9
1973-04-05	0	NULO	17	10
1973-04-06	0	NULO	24	9
1973-04-07	0	NULO	20	12
1973-04-08	0	NULO	16	12
1973-04-09	0	NULO	22	7
1973-04-10	0	NULO	22	12
1973-04-11	0	NULO	22	13
1973-04-12	0	NULO	25	15
1973-04-13	0	NULO	23	17
1973-04-14	0	NULO	25	18
1973-04-15	0	NULO	29	19
1973-04-16	0	NULO	27	19
1973-04-17	0	NULO	27	19
1973-04-18	0	NULO	31	18
1973-04-19	0	NULO	29	20
1973-04-20	0	NULO	27	23
1973-04-21	0	NULO	30	20
1973-04-22	0	NULO	31	22
1973-04-23	0	NULO	34	23
1973-04-24	0	NULO	37	23
1973-04-25	0	NULO	30	25
1973-04-26	0	NULO	32	22
1973-04-27	0	NULO	34	24
1973-04-28	0	NULO	31	27
1973-04-29	0	NULO	38	25
1973-04-30	0	NULO	NULO	NULO
